uri,name,activity_code_1,activity_code_2,introduction,entityType,graphdbName,dataSpace,abstractField,creationDate,sameAs,industry,outputOf,inputOf,productionVolume,productionVolumeUnit,pedigreeMatrix,imageUrl
rdf.bonsai.uno/exiobase3_3_17/activities/A_MANC,Manure treatment (conventional) storage and land application,i01.w.1,A_MANC,This dataset is about Manure treatment (conventional) storage and land application. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/3/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3226882,unit,1;3;1;5;73,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MARE,Renting of machinery and equipment without operator and of personal and household goods (71),i71,A_MARE,This dataset is about Renting of machinery and equipment without operator and of personal and household goods (71). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/4/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2820170,cubic meter,1;3;1;5;74,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MDIA,Publishing printing and reproduction of recorded media (22),i22,A_MDIA,This dataset is about Publishing printing and reproduction of recorded media (22). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/5/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4070996,tons,1;3;1;5;75,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MEIN,Manufacture of medical precision and optical instruments watches and clocks (33),i33,A_MEIN,This dataset is about Manufacture of medical precision and optical instruments watches and clocks (33). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/6/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5153577,unit,1;3;1;5;76,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_METC,Casting of metals,i27.5,A_METC,This dataset is about Casting of metals. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/7/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2210556,cubic meter,1;3;1;5;77,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MGWG,Manufacture of gas;,i40.2.a,A_MGWG,This dataset is about Manufacture of gas;. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/8/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6421816,tons,1;3;1;5;78,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MILK,Raw milk,i01.n,A_MILK,This dataset is about Raw milk. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/9/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4904413,unit,1;3;1;5;79,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_MOTO,Manufacture of motor vehicles trailers and semi-trailers (34),i34,A_MOTO,This dataset is about Manufacture of motor vehicles trailers and semi-trailers (34). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/10/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6041386,cubic meter,1;3;1;5;80,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_NFER,N-fertiliser,i24.b,A_NFER,This dataset is about N-fertiliser. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/11/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5924370,tons,1;3;1;5;81,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_NIKO,Mining of nickel ores and concentrates,i13.20.12,A_NIKO,This dataset is about Mining of nickel ores and concentrates. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/12/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6265173,unit,1;3;1;5;82,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_NUCF,Processing of nuclear fuel,i23.3,A_NUCF,This dataset is about Processing of nuclear fuel. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/13/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4568045,cubic meter,1;3;1;5;83,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OANP,Animal products nec,i01.m,A_OANP,This dataset is about Animal products nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/14/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5664145,tons,1;3;1;5;84,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OBUS,Other business activities (74),i74,A_OBUS,This dataset is about Other business activities (74). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/15/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5768605,tons,1;3;1;5;85,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OCER,Cultivation of cereal grains nec,i01.c,A_OCER,This dataset is about Cultivation of cereal grains nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/16/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5097895,unit,1;3;1;5;86,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OFMA,Manufacture of office machinery and computers (30),i30,A_OFMA,This dataset is about Manufacture of office machinery and computers (30). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/17/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2430328,cubic meter,1;3;1;5;87,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OFOD,Processing of Food products nec,i15.i,A_OFOD,This dataset is about Processing of Food products nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/18/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7724800,tons,1;3;1;5;88,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OGPL,Extraction liquefaction and regasification of other petroleum and gaseous materials,i11.c,A_OGPL,This dataset is about Extraction liquefaction and regasification of other petroleum and gaseous materials. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/19/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2360304,unit,1;3;1;5;89,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OILS,Cultivation of oil seeds,i01.e,A_OILS,This dataset is about Cultivation of oil seeds. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/20/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6730813,cubic meter,1;3;1;5;90,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OMEA,Meat animals nec,i01.l,A_OMEA,This dataset is about Meat animals nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/21/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7714838,tons,1;3;1;5;91,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ONFM,Other non-ferrous metal production,i27.45,A_ONFM,This dataset is about Other non-ferrous metal production. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/22/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7559217,unit,1;3;1;5;92,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ONFO,Mining of other non-ferrous metal ores and concentrates,i13.20.16,A_ONFO,This dataset is about Mining of other non-ferrous metal ores and concentrates. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/23/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4368094,cubic meter,1;3;1;5;93,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ONFW,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,A_ONFW,This dataset is about Re-processing of secondary other non-ferrous metals into new other non-ferrous metals. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/24/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4022180,tons,1;3;1;5;94,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ONMM,Manufacture of other non-metallic mineral products n.e.c.,i26.e,A_ONMM,This dataset is about Manufacture of other non-metallic mineral products n.e.c.. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/25/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3966387,unit,1;3;1;5;95,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ORAN,Mining of uranium and thorium ores (12),i12,A_ORAN,This dataset is about Mining of uranium and thorium ores (12). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/26/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5252602,cubic meter,1;3;1;5;96,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_ORGA,Activities of membership organisation n.e.c. (91),i91,A_ORGA,This dataset is about Activities of membership organisation n.e.c. (91). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/27/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7324381,tons,1;3;1;5;97,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OSER,Other service activities (93),i93,A_OSER,This dataset is about Other service activities (93). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/28/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4894328,unit,1;3;1;5;98,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OTCR,Cultivation of crops nec,i01.h,A_OTCR,This dataset is about Cultivation of crops nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/29/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6213462,cubic meter,1;3;1;5;99,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_OTRE,Manufacture of other transport equipment (35),i35,A_OTRE,This dataset is about Manufacture of other transport equipment (35). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,6/30/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2157265,tons,1;3;1;5;100,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PADF,Public administration and defence; compulsory social security (75),i75,A_PADF,This dataset is about Public administration and defence; compulsory social security (75). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/1/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4737305,unit,1;3;1;5;101,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PAPE,Paper,i21.2,A_PAPE,This dataset is about Paper. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/2/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3664872,cubic meter,1;3;1;5;102,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PAPR,Re-processing of secondary paper into new pulp,i21.w.1,A_PAPR,This dataset is about Re-processing of secondary paper into new pulp. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/3/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4913561,tons,1;3;1;5;103,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PARI,Cultivation of paddy rice,i01.a,A_PARI,This dataset is about Cultivation of paddy rice. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/4/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6379024,tons,1;3;1;5;104,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PCAT,Processing of meat cattle,i15.a,A_PCAT,This dataset is about Processing of meat cattle. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/5/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6450304,unit,1;3;1;5;105,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PFER,P- and other fertiliser,i24.c,A_PFER,This dataset is about P- and other fertiliser. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/6/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7722207,cubic meter,1;3;1;5;106,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
